family,stage,series_code,size,ratio_nominal,ratio_actual,t2n_nm
RKB,2,RKB2,16,12.5,12.38,147000
RKB,2,RKB2,17,12.5,12.77,193000
RKB,2,RKB2,18,12.5,12.462,228000
RKB,2,RKB2,4,14.0,13.484,5900
RKB,2,RKB2,5,14.0,13.964,9700
RKB,2,RKB2,6,14.0,13.538,11900
RKB,2,RKB2,7,14.0,13.515,18000
RKB,2,RKB2,8,14.0,13.385,23600
RKB,2,RKB2,9,14.0,14.137,29200
RKB,2,RKB2,10,14.0,13.683,37600
RKB,2,RKB2,11,14.0,13.821,56100
RKB,2,RKB2,12,14.0,13.692,65600
RKB,2,RKB2,13,14.0,13.721,80800
RKB,2,RKB2,14,14.0,13.538,100000
RKB,2,RKB2,15,14.0,13.81,141000
RKB,2,RKB2,16,14.0,13.832,147000
RKB,2,RKB2,17,14.0,13.79,193000
RKB,2,RKB2,18,14.0,14.654,228000
RKB,2,RKB2,4,16.0,15.601,6500
RKB,2,RKB2,5,16.0,15.835,10400
RKB,2,RKB2,6,16.0,15.826,11900
RKB,2,RKB2,7,16.0,16.275,19600
RKB,2,RKB2,8,16.0,15.773,21300
RKB,2,RKB2,9,16.0,15.952,30700
RKB,2,RKB2,10,16.0,15.693,35200
RKB,2,RKB2,11,16.0,15.522,59300
RKB,2,RKB2,12,16.0,15.888,65600
RKB,2,RKB2,13,16.0,16.354,83000
RKB,2,RKB2,14,16.0,15.552,98400
RKB,2,RKB2,15,16.0,15.215,147000
RKB,2,RKB2,16,16.0,15.665,152000
RKB,2,RKB2,17,16.0,16.226,198000
RKB,2,RKB2,18,16.0,16.014,228000
RKB,2,RKB2,4,18.0,17.482,6600
RKB,2,RKB2,5,18.0,17.407,11200
RKB,2,RKB2,6,18.0,17.307,12500
RKB,2,RKB2,7,18.0,17.692,20900
RKB,2,RKB2,8,18.0,17.041,22900
RKB,2,RKB2,9,18.0,17.963,33600
RKB,2,RKB2,10,18.0,17.724,37100
RKB,2,RKB2,11,18.0,17.393,61400
RKB,2,RKB2,12,18.0,17.572,68800
RKB,2,RKB2,13,18.0,17.978,85800
RKB,2,RKB2,14,18.0,17.007,101000
RKB,2,RKB2,15,18.0,17.262,151000
RKB,2,RKB2,16,18.0,17.29,158000
RKB,2,RKB2,17,18.0,17.522,198000
RKB,2,RKB2,18,18.0,18.62,238000
RKB,2,RKB2,4,20.0,19.614,6600
RKB,2,RKB2,5,20.0,19.645,11500
RKB,2,RKB2,6,20.0,19.729,13100
RKB,2,RKB2,7,20.0,19.948,21500
RKB,2,RKB2,8,20.0,20.648,24800
RKB,2,RKB2,9,20.0,20.259,35300
RKB,2,RKB2,10,20.0,19.94,38900
RKB,2,RKB2,11,20.0,19.744,62900
RKB,2,RKB2,12,20.0,19.995,72000
RKB,2,RKB2,13,20.0,20.276,89800
RKB,2,RKB2,14,20.0,20.376,104000
RKB,2,RKB2,15,20.0,19.379,151000
RKB,2,RKB2,16,20.0,19.581,165000
RKB,2,RKB2,17,20.0,19.762,198000
RKB,2,RKB2,18,20.0,20.348,238000
RKB,2,RKB2,4,22.4,21.919,6600
RKB,2,RKB2,5,22.4,21.954,11500
RKB,2,RKB2,6,22.4,21.575,14100
RKB,2,RKB2,7,22.4,22.146,21500
RKB,2,RKB2,8,22.4,22.308,26200
RKB,2,RKB2,9,22.4,22.208,35300
RKB,2,RKB2,10,22.4,22.52,41400
RKB,2,RKB2,11,22.4,21.643,62900
RKB,2,RKB2,12,22.4,22.114,74800
RKB,2,RKB2,13,22.4,22.226,89800
RKB,2,RKB2,14,22.4,22.282,107000
RKB,2,RKB2,15,22.4,21.9,151000
RKB,2,RKB2,16,22.4,21.982,171000
RKB,2,RKB2,17,22.4,22.333,198000
RKB,2,RKB2,18,22.4,22.95,238000
RKB,2,RKB2,4,25.0,25.38,6600
RKB,2,RKB2,5,25.0,25.421,11500
RKB,2,RKB2,6,25.0,24.349,15300
RKB,2,RKB2,7,25.0,25.446,21500
RKB,2,RKB2,8,25.0,25.152,26900
RKB,2,RKB2,9,25.0,25.843,35300
RKB,2,RKB2,10,25.0,25.4,43400
RKB,2,RKB2,11,25.0,25.185,62900
RKB,2,RKB2,12,25.0,25.103,76400
RKB,2,RKB2,13,25.0,25.864,89800
RKB,2,RKB2,14,25.0,25.131,112000
RKB,2,RKB2,15,25.0,24.916,151000
RKB,2,RKB2,16,25.0,24.842,171000
RKB,2,RKB2,17,25.0,25.409,198000
RKB,2,RKB2,18,25.0,25.936,238000
RKB,2,RKB2,4,28.0,27.836,6600
RKB,2,RKB2,5,28.0,27.881,11500
RKB,2,RKB2,6,28.0,27.211,15300
RKB,2,RKB2,7,28.0,28.125,21500
RKB,2,RKB2,8,28.0,27.923,26900
RKB,2,RKB2,9,28.0,28.563,35300
RKB,2,RKB2,10,28.0,27.842,43400
RKB,2,RKB2,11,28.0,27.836,62900
RKB,2,RKB2,12,28.0,27.517,76400
RKB,2,RKB2,13,28.0,28.587,89800
RKB,2,RKB2,14,28.0,27.548,112000
RKB,2,RKB2,15,28.0,27.847,151000
RKB,2,RKB2,16,28.0,28.263,171000
RKB,2,RKB2,17,28.0,28.398,198000
RKB,2,RKB2,18,28.0,29.507,238000
RKB,3,RKB3,4,31.5,30.196,6600
RKB,3,RKB3,5,31.5,30.245,11500
RKB,3,RKB3,6,31.5,31.508,15300
RKB,3,RKB3,7,31.5,30.509,21500
RKB,3,RKB3,8,31.5,32.084,26900
RKB,3,RKB3,9,31.5,30.985,35300
RKB,3,RKB3,10,31.5,32.4,43400
RKB,3,RKB3,11,31.5,31.975,62900
RKB,3,RKB3,12,31.5,32.021,76400
RKB,3,RKB3,13,31.5,32.838,89800
RKB,3,RKB3,14,31.5,32.057,112000
RKB,3,RKB3,15,31.5,31.634,151000
RKB,3,RKB3,16,31.5,31.588,171000
RKB,3,RKB3,17,31.5,32.259,198000
RKB,3,RKB3,18,31.5,32.979,238000
RKB,3,RKB3,4,35.5,34.771,6600
RKB,3,RKB3,5,35.5,34.827,11500
RKB,3,RKB3,6,35.5,34.557,15300
RKB,3,RKB3,7,35.5,35.131,21500
RKB,3,RKB3,8,35.5,35.461,26900
RKB,3,RKB3,9,35.5,35.679,35300
RKB,3,RKB3,10,35.5,35.811,43400
RKB,3,RKB3,11,35.5,34.771,62900
RKB,3,RKB3,12,35.5,35.392,76400
RKB,3,RKB3,13,35.5,35.709,89800
RKB,3,RKB3,14,35.5,35.432,112000
RKB,3,RKB3,15,35.5,34.4,151000
RKB,3,RKB3,16,35.5,35.883,171000
RKB,3,RKB3,17,35.5,35.08,198000
RKB,3,RKB3,18,35.5,37.463,238000
RKB,3,RKB3,4,40.0,39.487,6600
RKB,3,RKB3,5,40.0,39.551,11500
RKB,3,RKB3,6,40.0,37.486,15300
RKB,3,RKB3,7,40.0,39.896,21500
RKB,3,RKB3,8,40.0,38.468,26900
RKB,3,RKB3,9,40.0,40.902,35300
RKB,3,RKB3,10,40.0,38.846,43400
RKB,3,RKB3,11,40.0,39.861,62900
RKB,3,RKB3,12,40.0,40.654,76400
RKB,3,RKB3,13,40.0,40.936,89800
RKB,3,RKB3,14,40.0,40.7,112000
RKB,3,RKB3,15,40.0,39.435,151000
RKB,3,RKB3,16,40.0,39.021,171000
RKB,3,RKB3,17,40.0,40.215,198000
RKB,3,RKB3,18,40.0,40.738,238000
RKB,3,RKB3,4,45.0,43.077,6600
RKB,3,RKB3,5,45.0,43.146,11500
RKB,3,RKB3,6,45.0,43.166,15300
RKB,3,RKB3,7,45.0,43.523,21500
RKB,3,RKB3,8,45.0,44.296,26900
RKB,3,RKB3,9,45.0,44.202,35300
RKB,3,RKB3,10,45.0,44.732,43400
RKB,3,RKB3,11,45.0,43.077,62900
RKB,3,RKB3,12,45.0,44.209,76400
RKB,3,RKB3,13,45.0,44.238,89800
RKB,3,RKB3,14,45.0,44.259,112000
RKB,3,RKB3,15,45.0,42.617,151000
RKB,3,RKB3,16,45.0,44.732,171000
RKB,3,RKB3,17,45.0,43.46,198000
RKB,3,RKB3,18,45.0,46.702,238000
RKB,3,RKB3,4,50.0,49.06,6600
RKB,3,RKB3,5,50.0,49.139,11500
RKB,3,RKB3,6,50.0,49.021,15300
RKB,3,RKB3,7,50.0,49.568,21500
RKB,3,RKB3,8,50.0,50.304,26900
RKB,3,RKB3,9,50.0,50.341,35300
RKB,3,RKB3,10,50.0,51.28,43400
RKB,3,RKB3,11,50.0,49.06,62900
RKB,3,RKB3,12,50.0,50.681,76400
RKB,3,RKB3,13,50.0,50.383,89800
RKB,3,RKB3,14,50.0,50.737,112000
RKB,3,RKB3,15,50.0,48.536,151000
RKB,3,RKB3,16,50.0,48.341,171000
RKB,3,RKB3,17,50.0,49.496,198000
RKB,3,RKB3,18,50.0,50.469,238000
RKB,3,RKB3,4,56.0,55.152,6600
RKB,3,RKB3,5,56.0,55.24,11500
RKB,3,RKB3,6,56.0,53.477,15300
RKB,3,RKB3,7,56.0,55.723,21500
RKB,3,RKB3,8,56.0,54.877,26900
RKB,3,RKB3,9,56.0,56.592,35300
RKB,3,RKB3,10,56.0,55.417,43400
RKB,3,RKB3,11,56.0,55.152,62900
RKB,3,RKB3,12,56.0,54.769,76400
RKB,3,RKB3,13,56.0,56.639,89800
RKB,3,RKB3,14,56.0,54.831,112000
RKB,3,RKB3,15,56.0,54.562,151000
RKB,3,RKB3,16,56.0,55.055,171000
RKB,3,RKB3,17,56.0,55.641,198000
RKB,3,RKB3,18,56.0,57.479,238000
RKB,3,RKB3,4,63.0,60.808,6500
RKB,3,RKB3,5,63.0,60.906,11300
RKB,3,RKB3,6,63.0,60.904,15300
RKB,3,RKB3,7,63.0,61.438,21200
RKB,3,RKB3,8,63.0,62.499,26900
RKB,3,RKB3,9,63.0,62.396,35300
RKB,3,RKB3,10,63.0,63.114,43400
RKB,3,RKB3,11,63.0,60.808,62900
RKB,3,RKB3,12,63.0,62.376,76400
RKB,3,RKB3,13,63.0,62.448,89800
RKB,3,RKB3,14,63.0,62.446,112000
RKB,3,RKB3,15,63.0,60.158,151000
RKB,3,RKB3,16,63.0,61.892,171000
RKB,3,RKB3,17,63.0,61.348,198000
RKB,3,RKB3,18,63.0,64.616,238000
RKB,3,RKB3,4,71.0,69.293,6500
RKB,3,RKB3,5,71.0,69.404,10900
RKB,3,RKB3,6,71.0,68.467,15300
RKB,3,RKB3,7,71.0,70.011,19800
RKB,3,RKB3,8,71.0,70.259,26900
RKB,3,RKB3,9,71.0,71.102,33700
RKB,3,RKB3,10,71.0,70.951,43400
RKB,3,RKB3,11,71.0,69.293,59400
RKB,3,RKB3,12,71.0,70.121,76400
RKB,3,RKB3,13,71.0,71.161,89800
RKB,3,RKB3,14,71.0,70.2,112000
RKB,3,RKB3,15,71.0,68.553,151000
RKB,3,RKB3,16,71.0,68.239,171000
RKB,3,RKB3,17,71.0,69.909,198000
RKB,3,RKB3,18,71.0,71.243,238000
RKB,3,RKB3,5,80.0,75.489,13900
RKB,3,RKB3,6,80.0,77.465,26600
RKB,3,RKB3,7,80.0,78.228,43400
RKB,3,RKB3,8,80.0,77.313,76400
RKB,3,RKB3,10,80.0,77.4,112000
RKB,3,RKB3,12,80.0,77.761,171000
RKB,3,RKB3,14,80.0,81.184,238000
RKB,3,RKB3,5,90.0,86.022,13900
RKB,3,RKB3,6,90.0,88.274,24900
RKB,3,RKB3,7,90.0,89.143,42600
RKB,3,RKB3,8,90.0,88.101,74300
RKB,3,RKB3,10,90.0,88.2,112000
